,text,humor
4601,Sylvia is orbited by two small moons.,False
4602,"Venus is the second-closest planet to the Sun , orbiting it every 224.7 Earth days.",False
4603,Utah is a great geographical tourism site.,False
4604,A warranty may be express or implied.,False
4605,They surprised Lieutenant Jenkins and his men and captured Fort Ouiatenon without firing a shot.,False
4606,"He has made many recordings , especially of violin music which is not well known.",False
4607,Rolling Stone called Love `` the most controversial woman in the history of rock ''.,False
4608,Hugo took on the role of a maverick and got little done in the Senate.,False
4609,"Two years later the go-ahead was given for a new housing development to take part on the site , consisting of 474 homes.",False
4610,"The religious life takes place in mosques belonging to organizations that represent one of the currents of Turkish , Bosnian and Arab Muslims.",False
4611,Copper explains that he is a hunting dog now and things are different between them.,False
4612,It is also known as White Twinevine.,False
4613,They may also damage trees in forests.,False
4614,All ages are of The Last Olympian.,False
4615,"As a rule of thumb , use one third as much dried as fresh thyme - a little less if it is ground.",False
4616,"It first began selling books online in the late 1980s , but the company 's web site was not launched until May 1997.",False
4617,The first modern shorthand systems were geometric.,False
4618,"Home to millions of species , including humans , Earth is the only place in the Universe where life is known to exist.",False
4619,This is known as open loop control.,False
4620,McCoy goes by the stage name of `` Martin Luther '' in his music career.,False
4621,He founded the Sistine Chapel where the team of artists he brought together and introduced the Early Renaissance to Rome with the first masterpiece of the city 's new artistic age.,False
4622,"In the town live approximately 18,000 inhabitants.",False
4623,It was also used to make suitcases.,False
4624,James McHenry was an early American statesman.,False
4625,"Use full image syntax , for example.",False
4626,They also have won two Greek Cups and played in an additional two Cup finals.,False
4627,Hieronymus Bosch was an Early Netherlandish painter.,False
4628,"Streicher was born in Fleinhausen , Kingdom of Bavaria , one of nine children of the teacher Friedrich Streicher and his wife Anna.",False
4629,I have nothing to apologise for . '',False
4630,He led Georgia Tech to two Southeastern Conference championships and one national championship in 1952.,False
4631,Jack Donahue was a bushranger in Australia.,False
4632,Charles de Valois was married three times.,False
4633,VÄtrnÃ½ JenÃ­kov was first documented in 1226.,False
4634,Doing so confirms IQ gains over time.,False
4635,See also List of bodies of water in Bali and List of mountains in Bali.,False
4636,They are probably better known today as the tough material given to parakeets and other caged birds as a source of dietary calcium.,False
4637,"When taking off , albatrosses need to take a run up to allow enough air to move under the wing to provide lift.",False
4638,"No one will grant us deliverance , Not god , nor Tsar , nor hero.",False
4639,"The name comes from zygosporangia , where resistant spherical spores are formed during sexual reproduction.",False
4640,"During his life , Tolstoy came to the conclusion that William Shakespeare was a bad dramatist and not a true artist at all.",False
4641,Cheerios is a brand of breakfast cereal.,False
4642,"Having started the Premier League season with an away match , beating Charlton 3-0 , Manchester City 's first home league match in their new stadium was not until 23 August.",False
4643,"Being the only boy in his class to have never kissed a girl , Butters purchases his first kiss from Sally , a girl who gives away kisses for $ 5.",False
4644,"The old man with whom he lives has a clouded , pale , blue `` vulture-like '' eye which so distresses the narrator that he plots to murder the old man.",False
4645,The first recorded use of Maroon as a color name in English was in 1789.,False
4646,He is the oldest of nine children.,False
4647,"Approximately 1,100 of his poems remain today.",False
4648,The total area is 35.35 % water.,False
4649,He was born and raised in Incheon.,False
4650,This subtemplate is supposed to be empty.,False
4651,Hummingbirds are birds comprising the family Trochilidae.,False
4652,"Built of brick and wood , it had two stories with a three story tower.",False
4653,Arizona does not observe daylight saving time.,False
4654,Direct current may be made into alternating current with an inverter or a motor-generator set.,False
4655,"This allows three eastbound destinations : New York , Boston , or both if the train hasn't reached the junction point yet.",False
4656,"Despite the name , it is not related to black pepper or to chili peppers.",False
4657,There are many types of color blindness.,False
4658,It is home to the OpÃ©ra Bastille.,False
4659,"Who knows , maybe if Ian MacKaye was wearing eyeliner then I would be . ''",False
4660,"Founded by Ion RaÅ£iu , it published its first issue on May 10 , 1991.",False
4661,Robinson did not long outlive his son.,False
4662,Kangaroo mice construct burrows in fine sand.,False
4663,The river is about 50 kilometres long.,False
4664,`` The Knight in the Panther 's Skin '' has been translated into many languages.,False
4665,In 1395 the Eski cami was built as one of the first in the Balkans.,False
4666,It took 20 days for new trees and vegetation to grow following the storms passing.,False
4667,There are four flamingo species in the Americas and two species in the Old World.,False
4668,GacktJob is Gackt 's live support band.,False
4669,The first storm of 1979 was named Alice and the final one was named Ben.,False
4670,"Incubation lasts around 70 to 80 days , the longest incubation period of any bird.",False
4671,Video games in the Mega Man series.,False
4672,"Fallaci was born in Florence , Italy.",False
4673,"It is also a good place for surf and kiteboarding practice , especially in winter.",False
4674,"As it zigzagged from water to land , it became the first storm in recorded history to make landfall in Florida four times.",False
4675,Many U.S. states also have such departments.,False
4676,BDD may co-exist with generalized anxiety disorder.,False
4677,"By the end of the 19th century , teams began the practice of wearing one of two different uniforms , one when they played in their own baseball stadium and a different one when they played on the road.",False
4678,"If you believe you may be notable enough , make your case on the appropriate talk pages , and seek consensus first , both with the notability and any proposed autobiography.",False
4679,Children 's games include Viti-Dandu and Pakada-pakadi.,False
4680,"In February 2007 , he was appointed by the Assembly to another four-year term which , will run until the end of 2011.",False
4681,"After a capture with a pawn , a player may end up with two pawns on the same file , called doubled pawns.",False
4682,"Its name evokes at the same time the new city and the memory of Ascq , martyr city of 1 April 1944 , date on which the Nazis massacred 86 men.",False
4683,Polar bears rarely live beyond 25 years.,False
4684,There are two clinical forms of smallpox.,False
4685,This made him the first little person wrestler to win a championship in WWE history.,False
4686,See List of compositions by Germaine Tailleferre.,False
4687,"The first white explorer , George Wilson Evans , entered the Lachlan Valley in 1815.",False
4688,"Besides Api-Api , another suggested historical name was Deasoka , which roughly means `` below the coconut tree '' in the Bajau language.",False
4689,"Like Searcy County , the city takes its name from Richard Searcy , a judge for the Superior Court of the Arkansas Territory.",False
4690,"The new stadium took its name from the street , which encloses the ground on three sides , the fourth being the river.",False
4691,"Chicken eggs are widely used in many types of dishes , both sweet and savory.",False
4692,He served during the first term of President George W. Bush from 2001 until 2005.,False
4693,Silt may occur as a soil or as suspended sediment in a surface water body.,False
4694,In this sense `` mother figure '' may be considered an archetype and may be identified in various characters with otherwise distinct personalities.,False
4695,He was born and raised in Seoul.,False
4696,AntonÃ­n Klimek was Czech historian whose work focused mainly on history of Czechoslovakian First Republic.,False
4697,Gellar left All My Children in 1995.,False
4698,Helsinki has Finland 's largest fair center.,False
4699,"He was born in BoyacÃ¡ , Colombia.",False
4700,"For BC , make the number negative.",False
4701,Potoroos live under dense bushes and shrubs.,False
4702,Eisenstein 's foray into the west made the staunchly Stalinist film industry look upon him with a suspicion that would never completely disappear.,False
4703,"McKay , like most of the men in her life , was abusive , but he did try to get her off drugs.",False
4704,If none of the clients are on the network the server returns an empty list.,False
4705,There are three types of special boxes.,False
4706,"During the late 1970s , the 1980s and early 1990s , New York City had a lot more crime than it does today.",False
4707,"Chelsea 26 vs. Hungary , 11 May 2006",False
4708,"In most heat engines , a bit more than half is lost as excess heat.",False
4709,Hercules tells Zeus he loves him too.,False
4710,She and her husband are both Jewish and married in 1984 and have two children.,False
4711,"By the day after the storm , about 3,000 remained without electricity on the island.",False
4712,The building still stands today and is.,False
4713,Shamlou decides to leave school for good.,False
4714,"Stems can refer to two things in music , relating to music notation and production.",False
4715,Lauri Porra is a Finnish bassplayer best known for his work in Stratovarius and Sinergy.,False
4716,The Tezcatlipoca figure goes back to earlier Mesoamerican deities worshipped by the Olmec and Maya.,False
4717,"One of the most popular early cookies , which traveled especially well and became known on every continent by similar names , was the jumble , a relatively hard cookie made largely from nuts , sweetener , and water.",False
4718,This material would eventually form the Moon.,False
4719,"Today , the Comanche Nation consists of 14,105 members , about half of whom live in Oklahoma , and the remainder are concentrated in Texas , California , and New Mexico.",False
4720,"There are two forms of beta decay , Î² and Î² + , which respectively give rise to the electron and the positron.",False
4721,"Fish do not breathe through their noses , but they do have two small holes used for smelling which may be called nostrils.",False
4722,There are also three communities of Muslims.,False
4723,Many alkaloids are toxic to other organisms.,False
4724,"Oat extract can also be used to soothe skin conditions , as in skin lotions.",False
4725,She thinks that Leporello is actually Giovanni.,False
4726,"The strength of players like Brad Park , Jean Ratelle , Vic Hadfield and Rod Gilbert would still carry them through the playoffs.",False
4727,The first recorded use of coral as a color name in English was in 1513.,False
4728,"It has a stocky build , rounded ears , and a short , broad head.",False
4729,Shower doors are doors used in bathrooms that help keep water inside a shower or bathtub and are great alternatives to shower curtains.,False
4730,The moon will one day either break up into a planetary ring or hit Uranus.,False
4731,"Today he lives in Redmond , Washington.",False
4732,"Planck graduated early , at age 17.",False
4733,This was the first time an asteroidal moon had been discovered by a ground-based telescope.,False
4734,BSELP003 - Endangered Species LP BSELP3EP1 - Endangered Species LP Part One A. Black Sun Empire - Potemkin B. Black Sun Empire & Noisia - Winter War C. Black Sun Empire - Don't You D. Jade - Acid Flood,False
4735,Children can feed and pet the animals.,False
4736,"Cytosine has a half-life of 19 days at 100 and 17,000 years in freezing water.",False
4737,"In some parts of the world , it is called railway time or continental time.",False
4738,The `` 1933 Express '' comfortably won the first round of the First Division championship.,False
4739,"There you may find properly referenced reports of well-publicised debates next to vague assertions that `` Some people say X , while others think Y. '' Treat everything on its merits.",False
4740,Costa Rica finished in the fourth place.,False
4741,This allows for communication with friends of friends and for the building of chatrooms for instant messages with all friends on that network.,False
4742,The second season introduces a new format that includes new signs and more original music.,False
4743,The tail is darkly colored and straight.,False
4744,"Alyosha promises to remember Kolya , Ilyusha , and all the boys and keep them close in his heart , even though he will have to leave them and may not see them again until many years have passed.",False
4745,"If the type of ISBN must be specified , the and templates may be used.",False
4746,Everything else is exactly the same as.,False
4747,Agrippa was born in Cologne in 1486.,False
4748,There may not be enough trained health workers or monetary resources to provide even a basic level of medical care and disease prevention.,False
4749,"Originally , circular knitting was done using a set of four or five double-pointed needles.",False
4750,None of the latter were double steals.,False
4751,"The last members of the class were withdrawn in 1991 , and none were preserved.",False
4752,Beavers also noted that characters with opposing viewpoints were often set up to be `` bad people '' in the viewer 's eyes.,False
4753,See The viola in popular music below.,False
4754,The great Florentine painter Cimabue discovered Giotto drawing pictures of his sheep on a rock.,False
4755,"Various inflationary pressures , perhaps due to influx of New World gold and rising population , set the stage for social upheaval with the gap between the rich and poor widening.",False
4756,"They were married on September 3 , 2000 , and live in New York City.",False
4757,"Born in Augusta , New York , William Miller graduated from Hamilton College in 1861.",False
4758,"In the last few days before the march , 4 i of rain had fallen , leaving the roads muddy and travel difficult.",False
4759,"Media studies students may see themselves as observers of media , not creators or practitioners.",False
4760,The May Queen is a girl who is selected to ride or walk at the front of a parade for May Day celebrations.,False
4761,The sisters never saw each other again.,False
4762,"Mauro Ramos , full name Mauro Ramos de Oliveira , was a Brazilian football player.",False
4763,The water surface area is 1.68 km.,False
4764,See WikiProject Geographical coordinates for further information.,False
4765,Wine is produced in the Thur valley.,False
4766,"Most competitive teams keep two sets of uniforms , with one design emphasizing the primary color and the other emphasizing the secondary color.",False
4767,"The instructions are read by the bot once every 30 minutes , so changes you make here will take some time to be automatically reflected on pages serviced by the bots.",False
4768,"The name `` kangaroo mouse '' refers to the species ' extraordinary jumping ability , as well as its habit of bipedal locomotion.",False
4769,"The name Oklahoma comes from the Choctaw phrase okla homma , literally meaning red people.",False
4770,It was at this time that the building was given its current name : Ungdomshuset.,False
4771,"Coe was born in Chiswick , London.",False
4772,A young tree is called a sapling.,False
4773,"Sled dogs , known also as sleightman dogs , sledge dogs , or sleddogs are types of dogs that are used to pull a wheel-less vehicle on runners over snow or ice , by means of harnesses and lines.",False
4774,Kristen Stewart was born and raised in.,False
4775,"In one large group of sea slugs , the gills are arranged as a rosette of feathery plumes on their backs , which gives rise to their other name , nudibranchs.",False
4776,Color is not one of them . '',False
4777,"Digambara is one of the two main sects of Jainism , the other being Svetambar.",False
4778,The marriage was annulled after two years.,False
4779,"Fame will go by , and , so long , I 've had you fame.",False
4780,Armani Collezioni is another high-end Armani sub-label.,False
4781,Kebabs are often eaten as take-away food on the way home after a night out.,False
4782,If I hadn't heard her I 'd have probably done something entirely different . '',False
4783,"Households headed by persons who identified as being Asian alone , on the other hand , were overrepresented among the top two quintiles.",False
4784,It is celebrated as New Year 's Day by those still following the Julian calendar.,False
4785,The baptismal record gives his name in Latinized form as Joannes Chrysostomus Wolfgangus Theophilus Mozart.,False
4786,"It is a tributary of the Connecticut River , which flows to Long Island Sound.",False
4787,Hampden is one of only two Scottish football stadiums to receive a UEFA 5-star rating.,False
4788,The wavelet transform is also easy to put into practice using the fast wavelet transform.,False
4789,The first encore is a fast polka.,False
4790,It is one of twelve secondary schools run by the Aberdeen City Council educational department.,False
4791,"Lie died on 30 December , 1968 of a heart attack in Geilo , Norway.",False
4792,"Similarly , some railway timetables show 00:00 as departure time and 24:00 as arrival time.",False
4793,"It is 307 miles long by 118 miles wide with a shoreline 1,640 miles long.",False
4794,The new line-up released Badmotorfinger in 1991.,False
4795,The only time Hindenburg ever objected to a Nazi bill occurred in early April 1933.,False
4796,Anger can be of one of two main types : Passive anger and Aggressive anger.,False
4797,Most date from the early Neolithic period.,False
4798,The 1990 Formula One season was the 41st season of FIA Formula One motor racing.,False
4799,"The Full Moon Party is an all-night beach party that takes place in Haad Rin on the island of Ko Pha Ngan , Thailand on the night of every full moon.",False
4800,His mother died when he was 9.,False
4801,Absorbing UV and converting it into visible light in this way was considered one possible way of providing energy to a primitive cell.,False
4802,`` Thant '' was his only name.,False
4803,"The Georges Head Battery is located on Georges Head , in the suburb of Mosman in Sydney , New South Wales , Australia.",False
4804,She died in 1961 from heart failure.,False
4805,"Officially , the games lasted for four and a half months ; in fact , James Edward Sullivan tried to hold an event every day for the duration of the fair.",False
4806,For the opposite of Denotation see Connotation.,False
4807,"The Bald Eagle can be long-lived in captivity if well cared for , but does not breed well even under the best conditions.",False
4808,Curse stones generally involved particle stones with the power to curse . One example involved turning a stone three times and saying the name of the person you wanted to curse.,False
4809,"After this , WCW 's men came into the ring and high-fived the ECW men.",False
4810,"The Assembly Council normally includes the president , two vice presidents and two elected members.",False
4811,"James was born near Bentonia , Mississippi.",False
4812,"Early electromechanical instruments , such as the Ondes Martenot , appeared early in the century.",False
4813,Good Quarters to be given when Craved.,False
4814,The wood works reasonably well for steam-bending.,False
4815,"Flemish Brabant is a province of Flanders , one of the three regions of Belgium.",False
4816,"When spoken , the meanings may be distinguished by different pronunciations or they may not.",False
4817,His son drowned in the Yarra River.,False
4818,DeLand is also home to Skydive DeLand.,False
4819,The first recorded use of amber as a color name in English was in 1500.,False
4820,"If you don't , many other administrators do - ask on the or on.",False
4821,"After 2002 , Song continued to make guest appearances in American situation comedies such as That 's So Raven and One on One.",False
4822,This is a regional school district that incorporates two or more towns into one school department with one high school and middle school.,False
4823,The first edition was published in 2004.,False
4824,"Considered one of the best in the country , the Linha Turismo is available every thirty minutes and has a two and a half-hour tour , which travels around forty-four kilometers.",False
4825,"They are one of the two groups of gods , the other being the Vanir.",False
4826,"In this case , add to only one talk page , with a list all of the pages that needs updating and a clear description of what needs to be done.",False
4827,The first recorded use of beige as a color name in English was in 1887.,False
4828,"Pet snakes can be fed relatively infrequently , usually once every 5 - 14 days.",False
4829,This began a period of great productivity.,False
4830,`` Say My Name '' is hit song by American R&B group Destiny 's Child.,False
4831,"The fantasy world , which is a reflection on their lives , comes to life through their eyes as they explore the surroundings.",False
4832,"During the late 1950s , Blake became one of the best known British pop artists.",False
4833,They also have two small post-occipital scutes.,False
4834,"Selenium also exists in many non-conductive forms : a black glass-like allotrope , as well as several red crystalline forms built of eight-membered ring molecules , like its lighter cousin sulfur.",False
4835,Malibu picked up three inches of snow - the first measurable snow in five decades.,False
4836,See also WikiProject Musicians/Navbox for more information.,False
4837,Bridget Jane Fonda is a US actress.,False
4838,"In reality , Act Five often ends up cycling back through Acts One through Four.",False
4839,Users of slide rules would simply approximate or drop small terms to simplify the calculation.,False
4840,All parameters must be in lowercase only.,False
4841,"Children 's Literature wrote , `` This fast-paced story is full of adventure and humor.",False
4842,"It also means to have one 's guard down , open to censure or criticism.",False
4843,The open assembly was abolished in 1997.,False
4844,"Bolas of three weights are usually designed with two shorter cords with heavier weights , and one longer cord with a light weight.",False
4845,"However , the Nazis were well organised.",False
4846,I was stabbed in the back . '',False
4847,"Targowica confederates , who did not expect another partition , and the king , StanisÅaw August Poniatowski , who joined them near the end , both lost much prestige and support.",False
4848,"Penner was born in Winnipeg , Manitoba.",False
4849,"In 1933 Hoffmann - La Roche became the first pharmaceutical company to mass-produce synthetic vitamin C , under the brand name of Redoxon.",False
4850,Two deaths were also reported in Haiti.,False
4851,In North America they make massive southward migrations starting in August until the first frost.,False
4852,"Bennington was born in Phoenix , Arizona.",False
4853,The Italians first thought of wooden holders.,False
4854,After the release of Reckless the album would chart on the British album chart and would later be certified Silver by the BPI.,False
4855,"The two went their separate ways in 1937 , one year before Johnson 's death.",False
4856,It is powered by two AA batteries.,False
4857,Ubuntu Live USB Creator is an official tool to create Live USBs of Ubuntu from the Live CD or from an iso image.,False
4858,Two schooners were damaged during the system.,False
4859,"Principal photography for the film was shot in Auckland , New Zealand within sixty days.",False
4860,The foundations of this early fortress remain.,False
4861,"When he returns home , Jess finds that his father and mother are worried sick because they did not know where he was.",False
4862,"The family live in Winchester , Massachusetts.",False
4863,It quickly dissipated later that same day.,False
4864,She has played extensively in men 's tournaments around the world and her best form was seen in the 1980s and early 1990s.,False
4865,"Storms were named Lorenzo , Michelle , and Olga for the first time in 2001.",False
4866,"Maine Road also gives its name to a non-league football club , Maine Road F.C..",False
4867,A trading post is a place or establishment where the trading of goods takes place.,False
4868,Adhesive tape can be one of many varieties of backing materials coated with an adhesive.,False
4869,"The show 's premise was to see whether or not Nikki would perform the tasks given to her and keep her job for a day , or whether she would quit or be sacked due to her infamous tantrums.",False
4870,It is often classified as a sweet bread and is sometimes combined with cinnamon sugar.,False
4871,The awards were first held in 2001.,False
4872,NBC then canceled Fear Factor in May.,False
4873,The name may be derived from the slang expression `` a bunch of fives ''.,False
4874,"Schaunard , urged by Colline , quietly departs to give MimÃ¬ and Rodolfo time together.",False
4875,"In 2004 , Evanescence 's new lineup released a DVD/CD compilation entitled Anywhere but Home.",False
4876,Bloomington is the home to Indiana University.,False
4877,Paper production was a large contributor to the rise of the commune and was the main industry for a long period of time.,False
4878,Tree bark is often used as a mulch and in growing media for container plants.,False
4879,"Sadly , many qinpu compiled before the Ming dynasty are now lost , and many pieces have remained unplayed for hundreds of years.",False
4880,"The companion stars may be either ordinary stars , white dwarfs or other neutron stars.",False
4881,Baby furbies come in 24 different colors.,False
4882,"Ansermet was born in Vevey , Switzerland.",False
4883,Each player can throw the dice once.,False
4884,"In regular play , two defencemen complement three forwards and a goaltender on the ice.",False
4885,"WWE has also noted that Stone Cold Steve Austin has agreed to star in three movie deals , the first being The Condemned.",False
4886,The water travels through pipes from the water source through the valves to the sprinklers.,False
4887,"These include the carnival , held every Summer and the carols at the Market Place.",False
4888,"Like the rest of Greenland , Nuuk is populated today by both Inuit and Danes.",False
4889,Many women begin their careers in adulthood.,False
4890,He was wounded three times and awarded the Iron Cross ; First and Second Class.,False
4891,"In medieval Christian usage , the parlor was one of two rooms in a monastery.",False
4892,"Many of the earliest Syrian Americans settled in New York , Boston , and Detroit.",False
4893,As the early Earth is believed to have had many smaller `` platelets '' it would provide a suitable environment for such processes.,False
4894,A G-string is one variety of thong.,False
4895,"While walking along the beach rocks , Aras slipped and sliced open his hand and back , requiring a total of eight stitches.",False
4896,This gives an axial tilt of 95.,False
4897,Taylor was born at Sydney in 1872.,False
4898,"Nintendo World Report noticed that `` the best features of past Mario Kart games are back '' and work well with the new features in Mario Kart DS , calling the end result `` the most impressive game to ever hit the Nintendo DS and also the best game in the Mario Kart series ''.",False
4899,The Hush Sound is currently on hiatus.,False
4900,"Many other multinational companies like Caterpillar , DuPont , Take Two Interactive , Electronic Arts , INVISTA , Procter & Gamble and Sun Microsystems have their European headquarters in the city.",False
4901,Place at the top of affected articles.,False
4902,The plant species are spread by birds.,False
4903,"The horse-drawn wagons moved too slowly for the incoming tide , and many were lost.",False
4904,"To scholars using these ancient texts , both mother and daughter had the same name.",False
4905,The stop-and-go generator consists of two LFSRs.,False
4906,WeizsÃ¤cker has served on many international commissions.,False
4907,The Adjudication Panel addressed the case over two days on the 13 & 14 December 2005 and adjourned the hearing for two months.,False
4908,"They are light , airy and sweet.",False
4909,The first challenges to the many anti-Viking images in Britain emerged in the 17th century.,False
4910,"He was born near Harrisburg , Pennsylvania.",False
4911,It is not actually a true louse.,False
4912,"Over the following two days , the system executed a counter-clockwise loop near the Azores.",False
4913,Darkthrone is a Norwegian black metal band.,False
4914,Rashawn Ross and Tim Reynolds have also become full time touring members of the band.,False
4915,"The German Shepherd Dog , is a breed of large-sized dog that originated in Germany.",False
4916,"To date , the head remains unburied.",False
4917,Its name comes from the similarity of shape to the handle of a cooking pan.,False
4918,"Buckles was born in Bethany , Missouri.",False
4919,The building is now Grade One listed.,False
4920,"Like all forms of paintball , scenario paintball has a very good per-capita safety record.",False
4921,"It was the largest single piece of aluminium cast at the time . At that time , aluminium was as expensive as silver.",False
4922,See also List of places within Luton.,False
4923,"In addition , taxis can refuse to take babies and children because of seating legislation.",False
4924,"It was named in March 2005 after AÅde , one of the three original Muses.",False
4925,"It lies entirely within Cumbria , and is one of England 's few mountainous regions.",False
4926,"She was born in Niigata , Japan.",False
4927,"An old man , George Bernard Shaw , was swimming naked holding onto a buoy.",False
4928,He was born and died in Bologna.,False
4929,This gives an axial tilt of 29.,False
4930,Demand loans may be unsecured or secured.,False
4931,"They divorced in 1945 when Bobby was two years old , and he grew up with his mother and older sister , Joan.",False
4932,They then run through a carpark and stand by the railings to see the sunrise.,False
4933,The first recorded use of amaranth as a color name in English was in 1690.,False
4934,"Like other tribes , they were nomads.",False
4935,He `` spent three years on A Time to Kill and finished it in 1987.,False
4936,"Everybody Loves Raymond is an American television sitcom that originally ran on CBS from September 13 , 1996 to May 16 , 2005.",False
4937,"The Tunku Abdul Rahman National Park lies on one side and Mount Kinabalu , which gave the city its name , is nearby.",False
4938,Some settings work only on this page.,False
4939,A good book focuses on a certain topic and covers it as well as possible.,False
4940,"His name comes from grandfathers Henry Stuart , Lord Darnley and Frederick II of Denmark.",False
4941,The `` zebra crossing '' is named after the zebra 's black and white stripes.,False
4942,"When the layers are separated , the strips make a characteristic `` ripping '' sound.",False
4943,"Winds continued to increase into that afternoon , as seas increased to 18 f. One man fell overboard by 5 p.m. and drowned.",False
4944,BSELP3EP2 - Endangered Species LP Part Two A. Black Sun Empire - Are You There ?,False
4945,Traces of gold were discovered in 1851 and lead and silver mines also flourished briefly.,False
4946,"In some cases , the two recorders may be combined in a single FDR/CVR unit.",False
4947,"The Titan 's Curse received several literature-related awards , including : number one The New York Times children 's series best seller and Book Sense Top Ten Summer Pick for 2007.",False
4948,The first recorded use of raspberry as a color name in English was in 1892.,False
4949,His given name was Merwan Sheriar Irani.,False
4950,The words are then emphasized with song.,False
4951,"On the other hand , the downfall of the provincial lady has place amidst two very diverse suitors : the most handsome man in the city and the cathedral 's priest.",False
4952,"The Moche culture from Northern Peru made ceramics from earth , water , and fire.",False
4953,The first recorded use of salmon as a color name in English was in 1776.,False
4954,Whisenhunt 's Cardinals lost the game 27-23.,False
4955,For the most recent events see the.,False
4956,Thunder is the sound made by lightning.,False
4957,"Fortunato goes with Montresor to the wine cellars of the latter 's palazzo , where they wander in the catacombs . Montresor offers De Grave , a wine , to Fortunato ; at one point , Fortunato makes an elaborate and - to the narrator 's eyes - grotesque gesture with an upraised wine bottle.",False
4958,"After colliding with Robinson at first base on one occasion , Greenberg whispered a few words into Robinson 's ear , which Robinson later characterized as `` words of encouragement . ''",False
4959,The input must be unformatted numeric values.,False
4960,The Germanic gods have left numerous traces in modern vocabulary and elements of every day western life in most Germanic language speaking countries.,False
4961,"Sunday is considered the first day of the week in some countries , although today many countries such as the United Kingdom regard Sunday as the seventh day , at least in the working week and the civil week.",False
4962,The synchronized release date of the two operating systems reflected the merging of the workstation and server kernels back into a single code base for the first time since Windows 2000.,False
4963,Please see List of people from Ontario.,False
4964,The Company was founded in October 2007.,False
4965,"Cavalli was born at Crema , Lombardy.",False
4966,"He was born in Ottawa , Illinois.",False
4967,"Events that happened during Locke 's lifetime include the English Restoration , the Great Plague of London and the Great Fire of London.",False
4968,"The 2008 festival was attended by 17,500 people over two days , with 2,500 campers.",False
4969,The Greens argued that the fugu fish is well known to be a dangerous delicacy requiring specialized chefs who mostly come from Asia.,False
4970,"Another was Lothar Meyer , who published a work in 1864 , describing 28 elements.",False
4971,The metal 's Quenya name is mistarille.,False
4972,They have two sonsMilo Arthur and Theodore Apollo and two daughtersLara Lettice and Cassia Peaches.,False
4973,See also WikiProject Musicians/Infobox for more information.,False
4974,"After his death , the judgement was ultimately reversed on appeal and a new trial was ordered , but it never took place.",False
4975,Klang may have taken its name from the Klang River which runs through the town.,False
4976,It first came to prominence in Belgium.,False
4977,"The two produced buttons as well as coffee mugs , t-shirts , bumper stickers and many other items emblazoned with the symbol and the phrase `` Have a happy day ''.",False
4978,"As a result , most Singaporeans have at least conversational ability and basic literacy in a minimum of two languages , while many more are conversant in three or more languages , English , their assigned Mother Tongue , and the language that is used at home.",False
4979,It destroyed 500 houses and many ships.,False
4980,"Theria is a subclass of mammals that give birth to live young without using a shelled egg , including both eutherians and metatherians.",False
4981,Iron and magnesium typically give the obsidian a dark green to brown to black color.,False
4982,"For example , if the black pawn has just advanced two squares from g7 to g5 , then the white pawn on f5 can take it via en passant on g6.",False
4983,"Elk Run Heights is a city in Black Hawk County , Iowa , United States.",False
4984,It was soon posted on the sci.,False
4985,New York was managed by Miller Huggins.,False
4986,"The New Orleans Hornets is a professional basketball team based in New Orleans , Louisiana.",False
4987,"V. To keep their piece , pistols , and cutlass clean and fit for service.",False
4988,As he sleeps his camp-fire goes out.,False
4989,A lonely girl with a dream - who awakened to find that dream come true.,False
4990,"Its belly and soles are cream-colored , while their eyes are light blue in color.",False
4991,Graham had been Reagan 's first choice.,False
4992,"The order Psittaciformes contains two families of parrots , the cockatoos and the true parrots.",False
4993,Hercules and Iolaus are in a tavern and end up fighting some men because they don't believe that he is really Hercules.,False
4994,Labor Day is a United States federal holiday observed on the first Monday in September.,False
4995,The scope of a license may vary.,False
4996,Locomotives built by the Yorkshire Engine Company.,False
4997,"She was born in Indianapolis , Indiana.",False
4998,She has won three Grand Slam singles tournaments and an Olympic gold medal in singles.,False
4999,"During World War II , many white Ã©migrÃ©s took part in the Russian Liberation Movement.",False
5000,"On New Year 's Eve 1955 , they signed a new contract which required Monroe to make four films over a seven-year period.",False
5001,The adhan is required before every prayer.,False
5002,He set up a republic in Florence.,False
5003,In this form it is best used in stir fry noodle dishes without hot spices.,False
5004,"If the channel mode i is set , only channel operators may invite other clients.",False
5005,"East Flanders is a province of Flanders , one of the three regions of Belgium.",False
5006,"In front of him is a fire pit , and around him are four dogs.",False
5007,Official prizes often involve monetary rewards as well as the fame that comes with them.,False
5008,"Thorvald was born in Portland , Maine.",False
5009,Root severing is considered permanent in time.,False
5010,See also : St. John 's City Council,False
5011,"Many of these are volcanic in origin , but the best known volcano is Krakatoa.",False
5012,German soldiers would call out to `` Tommy '' across no man 's land if they wished to speak to a British soldier.,False
5013,The new term sometimes used is DVDP.,False
5014,"Since the 19th century , historians have learned much more about the early Christian community.",False
5015,The name `` Sea of CortÃ©s '' is the one preferred by most local residents.,False
5016,"The first storm of the season , Allison lasted unusually long for a June storm , remaining tropical or subtropical for 15 days.",False
5017,Teeth may be left in the wound.,False
5018,It is well known for its wines.,False
5019,"It took place on March 14 , 2004 at Madison Square Garden in New York.",False
5020,"Literacy is broken down into three parameters : prose , document , and quantitative literacy.",False
5021,Vince then announced that he and Michaels would face off against each other at WrestleMania.,False
5022,"He was born in Batumi , Georgia.",False
