,question,humor
5060,What are the ingredients?,False
5061,Has it actually worked to repell animals?,False
5062,Will this deter geese?,False
5063,How much ground area does this cover?,False
5064,how do I set the frequency high medium low high + medium + oil low +for cats?,False
5065,Is this keep snakes away?,False
5066,Does it come sharp or do i have to hone it in,False
5067,Are the lids green or red??,False
5068,So is this a follow-the-story of the anime or more of a sandbox? i would love to actually be able to explore alfhiem,False
5069,can you provide pics of the case for ipad 3?,False
5070,How can you reattach the separate piece of the case?,False
5071,Does it come in stattrack?,False
5072,What size fishing  line do they hold?,False
5073,Will this work with NiteRider MiNewt Pro 750 Headlight?,False
5074,Does this support chocolate and mocha?,False
5075,Has there been any 3rd party testing of this device? Please don't waste your money on such nonsense. You're better off giving your money to homeless,False
5076,Does this particular one actually work?,False
5077,Tenive Torque Multiplier Wrench,False
5078,Does it bring good luck,False
5079,when do pre order get charged?,False
5080,Is this compatible with both Mega Drive and Genesis games?,False
5081,will this mask fit on an adult male?,False
5082,Is this rechargeable?,False
5083,Is the price for an actual game or a digital download?,False
5084,can you wear this while you are asleep?,False
5085,Will this item be delivered before Christmas?,False
5086,How does it compare To frontline plus,False
5087,Do you ship to UAE? shipping information is not provided in product details?,False
5088,does it have the canton greats or any other legend teams?,False
5089,Is there a guess about how much it might be?,False
5090,How to order a new steering wheel???!,False
5091,how much watts can this handle,False
5092,does this come in a sealed package as pictured?  I purchased one from a different seller and it was not packaged at alljust loose in the mailing envelope.,False
5093,does it have glitter ?,False
5094,Does this exploded,False
5095,does this have bluetooth capability?,False
5096,Is it safe...,False
5097,Can same sex couples use this ?,False
5098,I bought the 4 player Im hoping that means I will have 4 guns and 4 vests. Right?,False
5099,Is this weather resistant?,False
5100,Has anyone shortened the handle to make it hatchet length? I wish Cold Steel made a camp hatchet but since they don't I'm thinking about modifying this axe.,False
5101,Why is it $15?,False
5102,What are the dimensions of the float?,False
5103,i didn't receive my taser in the mail,False
5104,What's the current of this stun gun?,False
5105,How many single boxes come in one case box! I buy this from a local store they don’t have it every time I go... I buy by the case box.,False
5106,Hi do u ship to ireland it says free shipping is this true? Looking to buy 4pups,False
5107,"I am 5' 2"" and about 155 lbs. should i get large or medium?",False
5108,How do I program the bottons to do what I want them to do??,False
5109,i am 180 height 64 kg which size ?,False
5110,Does the toaster beep at all?,False
5111,Does it really take 5-6 months?,False
5112,will it fit a lg 32,False
5113,are these marble size the ones that go on the dragon model,False
5114,Are you sure I will get 7? Some people said they have gotten less.,False
5115,Do they glow?,False
5116,The color of the balls differ in the images will I get a deep orange color ball or light orange color?,False
5117,Do they look real like in the game or show?,False
5118,How is this bathtub filled with water?,False
5119,Can a 2 year old PUSH it around the floor etc as well? without it tearing up,False
5120,Is this item UL approved?,False
5121,Would you need yo buy 4 kits for 4 people?,False
5122,Does this test differentiate between english and irish as well as french and german? i know i'm a mix of all 4 but other kits lump them together.,False
5123,Can I later upgrade this test to include the Y-37 test?,False
5124,does the family tree do the Y-DNA12?,False
5125,"I have read reviews for other brands of diffusers that they would hear a bubbling or ""gurgling"" water noise while in use. Do you notice it with this?",False
5126,is he big,False
5127,have in spanish??,False
5128,I bought two pallets of these things! Isn’t the point of a preorder so that a company can produce enough ahead of time to meet the demand?,False
5129,"Why does it say """"plug and display"" if it doesn't move",False
5130,What are the interior dimensions of the cooler when inflated?,False
5131,Is this available in bigger sizes?,False
5132,how the filtration system works does it have a pump?,False
5133,Does it work for seafood like lobsters?,False
5134,Its interactive baby monkey toy playset- kids night light led pen holder- monkey climbing entertaint platform ?,False
5135,Is thus product Ul listed?,False
5136,is this chondrus crispus or gracilaria?,False
5137,how big is it,False
5138,What length is the necklace chain? Thanks...,False
5139,How do you get these?,False
5140,Why is Amazon allowing you to take people for $9.99 plus $4.99 shipping?,False
5141,is this made in China?,False
5142,What's your return policy?,False
5143,Is this car a really good car that will work for a long time? If so could I return?.....,False
5144,how many come in a pack,False
5145,Has anyone used this for ants?,False
5146,what size screws does this take?,False
5147,Once assembled right could this be used in self-defense?,False
5148,is the jar made out of glass or plastic?,False
5149,Does the filling come out when you squeeze it?,False
5150,Why doesn't this game show the 20% discount for Prime members yet?,False
5151,Does this come assembled?,False
5152,What's the range?,False
5153,My husband just got this...where are the instructions how to assemble it?,False
5154,Is there any type of wordpad etc?,False
5155,You have to shut it off to get a pressure reading? Seems dumb.,False
5156,Aren't these 9.99 at the store?,False
5157,Are these original,False
5158,What are the large gold balls that come with these dolls?,False
5159,Do you have more less price of lol balls,False
5160,What are all extensions device,False
5161,Dose it carrie warranty in India?,False
5162,do they have pockets ?,False
5163,are they made of cotton?,False
5164,How does this compare to the BISSELL Spotbot Pet Handsfree Spot and Stain Cleaner 33N8A?  Does anyone have experience with both of these? Pros/Cons?,False
5165,Is this made in china?,False
5166,Im 5'8 and 120 pounds do you think i should go with a medium or should i go with another size?,False
5167,How tall is this bobble-head?,False
5168,It says i was suppose to get it today december 22. i have not received it today. where is it located at??,False
5169,Would he sink if he was in a fish bowl?,False
5170,"Are the long curls on this wig actual long locks of ""hair"" or is it short hair sewn to a long ribbon to look like curly locks?",False
5171,Can these be used in a laserjet  printer?,False
5172,I wear a x-large flex fit. Only size that will fit my massive head. Can you guarantee me this hat will fit?,False
5173,what is the country of origin on this product?,False
5174,I got the black gold olive hat and one of the American Flags is backwards any remedy for that?,False
5175,The sword is full tang carbon steel?,False
5176,how big is this bobblehead?,False
5177,What age group is this set for,False
5178,Does it need batteries,False
5179,Looking for velcro tip darts and gun to shoot at toy targets.  Are these velcro tipped?,False
5180,what color are these arrows?,False
5181,does the handle unscrew from the broom,False
5182,is this just one candle,False
5183,do you have to burn this candle all day for 7 days without  blowing it out when you leave for work and when you're sleeping.   im confused.,False
5184,What kind of wax is this candle made with?,False
5185,How to use this candle,False
5186,My question is packaging-got this for a gift and the box wasn't sealed some scratches on the base the user manual looks worn is this normal?,False
5187,Can these be used in pairs for true right & left stereo?,False
5188,Will it work with the bluetooth on my MackBook Pro?,False
5189,Does it fit an Glock 21 ?,False
5190,Do you deliver to Perth Australia,False
5191,can I install in the backyard of my son's house?,False
5192,indonesia is free shipping ?,False
5193,Will this work in a camera  so I can transfer pics without removing the card ?,False
5194,How wide is the belt,False
5195,Is there a soft mat to buy for comfort,False
5196,Is the hamon real?,False
5197,Is this a full tang blade? what is the length of the blade? what is the total length of sword? is it battle ready or for cutting or for display?,False
5198,Can this sword actually be used as a walking cane?  Does it have some kind of protective tip on the case that  would prevent it from damage through co,False
5199,How is the quality of the sword? Is it flimsy and low quality?,False
5200,"how many people can ""register"" their prints and gain access to this drive.",False
5201,my earbuds that come with my samsung galaxy s4 keep falling out while i am walking would these fit my ears.,False
5202,Can these be used in a jetted tub?,False
5203,is this a real sword,False
5204,what is the steel used in this katana?,False
5205,If it is 23-karat what is that 1 karat made of? Any other composition other than gold?,False
5206,Why is the shipping charge $128.20 6 times more than the chair costs?,False
5207,Does it detach is my big question ? if it does i'm willing to buy two of them for my cosplay,False
5208,Could this fit an adult's head?,False
5209,It isn't a 100% kill rate. 1st bait cheese no kill. ( 2nd bait peanut butter. improved kill rate but not  50% )  What is a better kill device?,False
5210,Does it have a green light?,False
5211,Any experience with roaches at the kitchen?,False
5212,how long is it?,False
5213,why would you need this,False
5214,where is this shipping from?,False
5215,why would you need this,False
5216,That is a torture for a cat?,False
5217,Has anyone tried this to cut the flesh out of a watermelon? I would like to make a curved cut.,False
5218,How far does it shoot?,False
5219,Is this from germany,False
5220,Can you please send me a blue one,False
5221,dose these light fit with motorcyle ?,False
5222,Does this come with an owners' manual ?..,False
5223,What does it do?,False
5224,i noticed this is the newer version... does it finally come sharp like the royal?,False
5225,DO they have sheaves?,False
5226,can I pay using paypal,False
5227,Does it damage nail polish?,False
5228,Does Jawbone show you how many steps you take during a day?,False
5229,Can you use this to adhere a wall mural?  The mural company recommended either paste or double sided tape.,False
5230,where is the expiration date?,False
5231,is this safe around pet birds?,False
5232,what is used to tie these together? organic cotton twine? natural cordage? what?,False
5233,i have never done sage smudge. how do i do it?,False
5234,Will this item be available in 2 months?,False
5235,can you change the pictures,False
5236,I received an invite to purchase this. If I decide that the product is not for me am I able to return it? What is the full return policy?,False
5237,How do I send pictures to friends?,False
5238,The personal style assistant stopped working on jan. 1 2018. my photos from dec. 2017 are now showing up as dec. 2018 entries. i've reloaded the sof,False
5239,Does this product come with a lid and are the labels water proof so they don't come off easily?,False
5240,is the can BPA free?,False
5241,What flavor does it come in?,False
5242,Do the manufacturers use sustainably-sourced dehydration?,False
5243,How many calories does it have?,False
5244,is this a legitimate product,False
5245,Do it come with a sheath or somthing to put it in if not than is there a sheath I could get for this,False
5246,can i connect this to my dvd player to watch movies?,False
5247,Is this a full mask? Or half mask?,False
5248,the led light is just out on number lock works on caps lock and the scroll lock led works,False
5249,"I'd like to use these to carve lettering in driftwood (fairly small around 1/2"" to 1"" letters) Are they too aggressive or would they work well?",False
5250,is it size 10,False
5251,How tall is the gnome?,False
5252,Is the shirt tight around the arms,False
5253,Does it come in white?,False
5254,Is this same size as a Barbie?,False
5255,Is there another shipper that I can get a tracking number from? JG Logistics isn't a good tracking company to view with my sales module.,False
5256,Can this pad be used in a car? Does it plug into a cigarette lighter type female car 12 outlet?,False
5257,At almost twice the price how does this compare in size weight and fun (for a 9-year-old) to Perplexes Original?,False
5258,As a consumer how would I know I am getting a solid sword made of top quality steel that wont bend or break when used.?-1045 or 1095,False
5259,will it clean stainless flatware?,False
5260,"Sticks out far more on wall mount than older model. Is there a flush wall mount for total <3"" set-to-wall when installed?",False
5261,hi i did try to purchace one of your compass rose and another puzzle box however at checkout i was told the items could not be delived to my address,False
5262,How long is the blade,False
5263,Why is this listed as Prime in the preview,False
5264,ship here in guam?,False
5265,"Interested in ""Play-Place."" Would 10 letters warrant a discount? Are the aluminum brushed letters weather resistant? Interconnected electrically?",False
5266,Who do I contact regarding missing pieces?,False
5267,Does the green part of the swor lights up? does  it have led,False
5268,how many players,False
5269,Do I need the expansion pack: I live outside the US and I'm shipping it to a friend who is bringing  it for me. Wondering if the expansion pack is a must have and I should bite the bullet now or if I should wait,False
5270,What is the max number of players?,False
5271,I get this monthly at a local pet store but they've gotten lazy about carrying it any chance of it joining the subscribe and save club here?,False
5272,Does this fade in the sun? I've read reviews with other sellers that say it fades onto your bathing suit.,False
5273,Stihl FS 70,False
5274,I would like to see a list of the scents and description of each before I order.  Are they all some form of citrus?,False
5275,How intelligent to leave out the fabric description or does the meaning of durable now include cotton canvas faux leather and airheads?,False
5276,Can you ship it to mexico?,False
5277,How do I get the Led controller to work,False
5278,What number fairway wood is the wood with 21* degrees of loft?,False
5279,can I use it as a portable hard drive?,False
5280,How quickly would it ship? and get there?,False
5281,What is frame material?,False
5282,How many blades?,False
5283,where is it made,False
5284,Will this work with with a 7.62?,False
5285,What is the high carbon steel content is it 1065 high carbon steeled not what is it?,False
5286,Can this be worn without connecting the velcros?  there are no pics with it not connecting...,False
5287,where is it made?,False
5288,Can you list the ingredients please?,False
5289,What is the height on this product?,False
5290,I'am 5'8 and 167 lb.  could someone suggest a size??,False
5291,Does the strap break easily?,False
5292,Hi there is the handle part hollow? And how fast can it be delivered? Thanks,False
5293,How long is it and is it 1:1 replica,False
5294,is it heavy at all or is it mainly plastic?,False
5295,On average how long does 1 stick last?,False
5296,Should Amazon remove this product?,False
5297,just ordered. is there any way to order xtra balls?,False
5298,Do you have them for adult heads?,False
5299,How many heating elements are in each slot opening?  If more than one element per slot is there a gap between the elements?,False
5300,Could i switch out the regular tubing for white water cooling tubes,False
5301,what is the scale?,False
5302,Does it come fresh?,False
5303,Hello i would like to know where i can buy the night king costume?,False
5304,Does your head get hot inside mask?,False
5305,If i live in mexico but my prime account in from usa will it work? and wil i be seeing american or mexican content?,False
5306,What size belt will fit?,False
5307,I need 2 dispensers. Can you please ship them to Bucharest Romania!??,False
5308,is it wearable?,False
5309,is it puncture resistant. I'm going to use it for oyster shucking,False
5310,I have extra large hands will the medium//large size fit me?,False
5311,I seen this sectional on another website (pricefalls.com) for almost $2300 its sold by vig also. if purchased could i have it price matched?,False
5312,what is the blade length?,False
5313,doesn't say what it's made from... is that because its synthetic?,False
5314,does it work?,False
5315,How many calories?,False
5316,Why is this so expensive?,False
5317,I'm vegan. Does this contain dairy?,False
5318,is it edible,False
5319,Wyatt B. Bolshevik,False
5320,Will this cheese clog me up ?,False
5321,Will it get me pregananant?,False
5322,I'm vegan. Does this contain dairy?,False
5323,Can I eat this if I am lactose intollerant?,False
5324,it is worth the money?,False
5325,Will it blend?,False
5326,Where do I cut this cheese?,False
5327,Does this product give diseases like aidscancer?,False
5328,how  many calories is it,False
5329,Why is this so expensive?,False
5330,How many calories?,False
5331,how much does it trade for in Temmie Village?,False
5332,How do i email the seller to get side pictures?,False
5333,Is it scented?,False
5334,Can Halo 4 play on Xbox One?,False
5335,Is the ring metal,False
5336,Is flex tape non marking,False
5337,Is it safe to use this product with a facial cleansing brush?,False
5338,"What is the voltage range?  i have had 3 of 6 bulbs ""fail"" in a setup with solar panel 12v deep cycle battery. controller is putting out 13.4v dc.",False
5339,I noticed this is Prime shipping but my ship date is far after 2day shipping.  Has anyone experienced long shipping times?,False
5340,Can you return it?,False
5341,Does this wand light up?,False
5342,does it break easily?,False
5343,Is it made of real wood or plastic?,False
5344,does it need batteries?,False
5345,Are they sharp?,False
5346,Good morning. I need to know if the shipping weight is less than 4 pounds? Thank you,False
5347,Syas one player? Can this really be played with just one?,False
5348,What material is the microphone made of ?,False
5349,I want to know how durable is this? Can I use this to sea water fish? do you guys recommend any durable sea water float tube?,False
5350,Are these cans delivered exactly as pictured? My girlfriend is convinced the new tapered can smells different from this older larger straight sided.,False
5351,How many jars for this price?,False
5352,Is it possible to have silver hardware vs. gold?,False
5353,What age range are these bibs recommended for?,False
5354,Are Therese compatible with apple AirPods,False
5355,how big is it?,False
5356,What does the umbrella look like inside? Is it solid black?,False
5357,buy more than a month ago and did not receive anything and do not respond my emails I will return my money or I was going to steal?,False
5358,Is this compatible with iPhone X,False
5359,Is there any way to disarm it before it sounds?,False
5360,"I am 6'1"" with a 40"" waist.  Will this suit fit?",False
5361,"I'm 6'2"" with a 36"" waist. I wear xxlt shirts and have wide shoulders. Will your suit fit me?",False
5362,Is there a way to adjust these scissors to make them not open up so wide and when closed the tip of the blades cross. Maybe to adjust the spring?,False
5363,So the cups are that stiff molded stuff and not soft and natural??,False
5364,What kind of battery does use,False
5365,What are the ingredients of this product?,False
5366,Does anybody know what's the difference between the new version of this product versus the old one? Is it just a different bottle?,False
5367,Anyone use this to clean cloth seats? per rose city custom's video using 9:1 ratio?,False
5368,Does this hammock have any kind of chemical smell to it?,False
5369,Does this fit the double also?,False
5370,How well does this handle heat? Say I glue something in my car will it last very long?,False
5371,Will this work on granite/marble counter top. NOT to fill a chip - to stick a broken corner back on.,False
5372,Does it come painted?,False
5373,is the sword already colored,False
5374,can i use the sword? i'm customizing mystic gohan in kai clothes with z sword. i'm using 1. gohan head 2. zamasu body 3. trunks sword,False
5375,can we use the sword?,False
5376,Please advise when it will be back...,False
5377,Does it contain fluoride,False
5378,Does the overwatch version of the man o war have 7.1 surround sound?,False
5379,Where are these made?,False
5380,is this boxed?,False
5381,Is this an authentic Funko pop?,False
5382,Can I have a refund? It seems you've shipped it to the wrong address and as I've said there's no way my address information is incorrect.,False
5383,Is this one size fits all?,False
5384,Can i change the fans to something different like Corsair's SP-120?,False
5385,Does this rug have a strong smell?,False
5386,"I received my sword today. I noticed the blade wobbles ""only VERY slightly"" where the blade meets crossguard. It's not a visual wobble but I can kind of feel it when I swing the sword. I might be just being picky. I noticed this wobble feel in other swords but I always thought it was because they were cheap decorative swords. Is this just an adherent feature in swords with the crossguard? I'm no expert by any means! But I just thought that it would be extremely solid with no movement. But maybe that's just how they are? Thanks in advance.",False
5387,Is this sword peen or screwed,False
5388,What is the width?,False
5389,How much square foot does it cover ?,False
5390,Does this monitor have a bezeled edge (for multi-monitor desktop),False
5391,Im new to anything blade related is this reliable or not,False
5392,is it possible to order a wooden scabbard with this?,False
5393,do you have to clean it or conserved oiled ?,False
5394,How tall is this item? How durable is it?,False
5395,these arent military mre's. the real ones only display the menu number not the contents.,False
5396,On a scale from 1 to 10 how good is it?,False
5397,where is the amp manufactured?,False
5398,How many days does it take to come?,False
5399,Hi it is possible to buy diablitos wholesale?,False
5400,Are these still available anywhere?,False
5401,If i ordered this how can i be gaurenteed that all 7 would be there and arrive safe?,False
5402,how much they weigh?,False
5403,"Can you produce a custom crystal sword that is over 25"" in length?  Thanks.",False
5404,What kind of batteries does it take?,False
5405,Does it supply all the daily mounts of fruits and vegetables?,False
5406,is this compatable with the 970A-G46 msi,False
5407,Looking for a good price on Benjamin 22 cal NP 2 dark wooden stock  with Leepers scope 4 x 16 x 50.  Please advise senorharv303@yahoo.com,False
5408,why this item doesnt ship to Mexico?,False
5409,Does any of the food come from China?,False
5410,Is this made in USA? if not where?,False
5411,do i have to buy the warranty when i buy a tablet or can i wait,False
5412,Is the screen back lighted?,False
5413,if you cant store books on the external sd card can you store music movies apps ect? what can be stored on it?,False
5414,buy  onecoin   ?,False
5415,How certain are you that the code still works if never used since the game expired?,False
5416,What are the dimensions?,False
5417,That's an octopus not a squid,False
5418,Will it be compatible with Windows Mobile?,False
5419,Can the heads on the Royal Bobbles figurines be easily interchanged?,False
5420,Does this come with any kind of sticky surface to plant onto your car dashboard?,False
5421,What are the cold brew instructions/recommended ratios?,False
5422,Where do you purchase the bait??,False
5423,I wear 34 waist for jeans. Which size should I buy?,False
5424,Do these boots have a steel shank?,False
5425,Well.wish is it some say works with xbox one older version others say adapter?,False
5426,Can I fit a hair dryer anywhere in this?,False
5427,how big is it?,False
5428,how big is the head?,False
5429,Are the toes separate bones as shown in the pictures or are the feet solid?,False
5430,Is it easy to take a part and put back together?,False
5431,Why is this skeleton so expensive?  Got the very same one at K-Mart for $44.  ??,False
5432,Is the blade full tang,False
5433,size an weigth ?,False
5434,Is this dual voltage ? Can I use this outside of North America?,False
5435,What is primary difference between irobot roomba 650 and irobot roomba 770 other than cost,False
5436,If the floor had a single cat litter pebble would the sensor spot this?,False
5437,Will it fit a ten year old boy?,False
5438,How in the world can you verify that this is ethically sourced?,False
5439,My wall sticker never arrived what should I do ? Says it was delivered but it was not!,False
5440,Does this work with Sonos speakers?,False
5441,Does this add flavor or just heat?,False
5442,Approximately how many peppers is this equivalent to,False
5443,Im making chili with 3lbs of hamburger and wondering how much of this to use. Should i use a tbl spoon half the bottle (1oz) a teaspoon?,False
5444,what the hell is it?,False
5445,How big (diameter) is each bead?,False
5446,How many chargers come in the order?,False
5447,How long is the hose that is included?,False
5448,Would it be a good light to put on a semi on bumper or in the grill? If not wat should i get?,False
5449,how do i get the handle on the sword? it came separate from the sword and i've already scratched the wood trying to get it on.,False
5450,Does it come with a scabbard?,False
5451,does it come with a hi at clutch,False
5452,Hi. i'm interested in this product. but i'm in republic of korea now. so can you ship to korea by any chance? plz response me and i really need this,False
5453,Is it organic?,False
5454,how many in a package?  Is it one per package?,False
5455,Do the posts for most chair legs or only traditional school chairs,False
5456,What does the markings mean?,False
5457,Does this toy contain toxic materials?,False
5458,can you ship to korea?,False
5459,Are you supporting animal cruelty?,False
5460,Report an issue,False
5461,Don't buy this product.. Animal cruelty!!,False
5462,Does this screen have a web camera and mic built in?,False
5463,Is this like a 3d platformer or more like something like ico or something else entirely,False
5464,how big is it colapsed,False
5465,Do you think these would work as lower jaw fangs?,False
5466,How long is shipment?,False
5467,What are the measurements?,False
5468,Are they naturally or artificially flavored?,False
5469,made in bangladesh or china?,False
5470,I live part time in california does trumpy bear come with a finnish fire rake accessory or do we have to order that separately?,False
5471,where the hell is the price i want to order some. you people didnt plan well.,False
5472,I just ordered now one...but i basiclly need two...can i resubmit again for 2...cause in stock was only one...and now shows it' 1 feb will be availabl,False
5473,Does each dollar have detail?,False
5474,Do the profits go to any organization?,False
5475,Bought this for my stepson for Christmas & it just goes in circles or shakes him off. Tried resetting it & it didn’t work. Any suggestions?,False
5476,Is this for a 11 year old,False
5477,Is mask supposed to have a foam piece inside like i see in many comments?,False
5478,Can someone please tell me how to contact the seller? Id really like a replacement or my money back. Our mask came yeaterday and already ripped.,False
5479,do they come in shell?,False
5480,How many eggs in the order?,False
5481,What is the expected shelf life of this product.  Room temp or refridge?,False
5482,I just received my first batch. I've never had them before. How long will they keep if they are refrigerated?,False
5483,Is it warm?,False
5484,if you use a hair dryer can you warm this up to manipulate it to form a shape? Thanks,False
5485,What are the size measurements?,False
5486,How do you get it to purr?  Mine does nothing! It is going back if it doesn't work!,False
5487,What kind of batteries does it take?,False
5488,"Mine makes a loud clicking noise as it ""exhales"" is there any way to fix this other than removing the battery to shut off the function entirely?",False
5489,where is it made?,False
5490,Is this a Genuine Mikuni-606 carburetor?(i.e. Not a copy)  What Jets does it come with?  The Picture shows 3 additional jets. Are they included?,False
5491,Do you add your own sugar? I want to make less-sweet root beer is that possible with this kit?,False
5492,You say this Nokia 6010 is new. Is it in a sealed box with a SIM card?,False
5493,Eqasy question. on my roku i install the apps espn hbo showtime starz and go into app picking what movie i want to see. can i install these too on,False
5494,how much time will the delivery of this product take?,False
5495,Will this item become in-stock again? i was missing my calendar. i was refunded but i'd like to re-order. thanks.,False
5496,How many rolls per package?,False
5497,How do we access/print the PDF calender after purchase?,False
5498,It there a wet wipes version?,False
5499,How many Triops does it come with?,False
5500,I bought the red ultra fur one but it came with no cover when I received it. Could the seller resend that to me?,False
5501,Any news on a collectors edition?,False
5502,will this come with mass effect 123?,False
5503,Any word on a special edition? I have my pre-order in but I want it all.,False
5504,What is taking so Long?!!!,False
5505,Heard this has a reputation of breaking from the tang. Any truth to that anyone?,False
5506,The blade is difficult to remove and return from the scabberd - is there something I can do to loosen this up a bit?,False
5507,does it come sharp?,False
5508,Does this version have a full-tang - like the MAA version? or is the tang completely covered by the wood scales?,False
5509,What is it made of?,False
5510,How do i get more mags for this?,False
5511,how many shots does this contain?,False
5512,Is this from sanshee,False
5513,Is this Iphone 6s working in Poland???,False
5514,Are screen protectors available for this phone yet? Are there going to be more than a couple phone cases available? I can be clumsy.,False
5515,Does this product come with the two 10 oz packages of lubricant as shown in the picture?,False
5516,Can these be used to paint cars hvlp painting,False
5517,Can i get next day or 2 day shipping?,False
5518,A Petco Employee told me that it shouldn't be used for a kitten because they will eat the crystals.  If yes how long should we wait?,False
5519,Can I use batteries or does it have to be plugged in?,False
5520,"How many 12"" balloons can I fill?",False
5521,How do u apply this??,False
5522,will this work for adults?,False
5523,Is this tent see through? Will people standing outside be able to see a silhouette?,False
5524,What is the height when set up?,False
5525,Is this lock easy to install?,False
5526,will this product help with skin lupus,False
5527,Is it a wind up,False
5528,is this the size of the monkey or the box it comes in. 11.2 x 8.5 x 6.4 inches Thank you,False
5529,Whats the model # ?   it is not 1397920,False
5530,What are the total number of bills (not denominations) included are their 20 pieces 30 pieces 100 pieces or what?,False
5531,First time user. do i need to buy the 2014 communicator and the $30 2016 cartridge? or can i use the 2014 one this year? thx in advance! :),False
5532,Is this 3ft by 5ft?,False
5533,Is this 3ft by 5ft?,False
5534,Can i see a Picture???,False
5535,Does it rip easily?  How long does it take to get to your house ?,False
5536,will this fit in a taper sized candle holder?,False
5537,Is this spear head cold stamped or Forged??????? Thanks,False
5538,is it good for hunting,False
5539,Are there replacement shafts available for this spear head?  I bought one years ago but I broke the shaft.,False
5540,is the blade open on other side?,False
5541,is it to heavy or long?,False
5542,does this work with the 5.0 Lollipop Update for Galaxy S5,False
5543,How long will this drone fly on a single battery charge?,False
5544,What size buckles are they compatible with?,False
5545,Can you charge a device and this battery at the same time?,False
5546,Wish you had the small size available! Is it out of stock or do you not offer it in this style?,False
5547,This OH Sticker made by the Ontario Knife Company has Blade Material 1095 Carbon Steel does it not?? Isn't that pretty dang hard??,False
5548,Is the 2 gb ddr3l sdram upgradable?,False
5549,is this thread good to use for magic floating cards without being seen,False
5550,Get a timex - they do the job. my Casio Databank 300 is a superior watch that i've had for over 20 yrs. I highly recommend a databank watch.,False
5551,CAN THIS BE USED IN A CAR,False
5552,How durable is it???,False
5553,"does this have a ""full tang"" handle?",False
5554,Is it a real sword?,False
5555,Is the blade sharp?,False
5556,Is the blade sharp?,False
5557,does it have a full tang,False
5558,What grade carbon steel is this?,False
5559,Is it a real sword?,False
5560,is it sharp,False
5561,What is the weight this product?,False
5562,Are there multiple color setting such as all blue?,False
5563,What kind of payment would I be looking at for one of these? Assuming a five year loan.,False
5564,Where can I buy the matching head band????,False
5565,Is it 3 rolls with 200 sq.ft each (total of 600 sq. ft)?,False
5566,Are These Recyclable?,False
5567,Is It Waterproof?,False
5568,I need a brighter bulb. What's the best replacement ?,False
5569,Are those dimensions for the hutch and the open cage or just the hutch?,False
5570,What makes this one worth $84.17 plus shipping when most are under $12.00?,False
5571,How long does it take to arrive?,False
5572,wtf is this video?,False
5573,How many mils thick is the vinyl?,False
5574,What type of plastic is the beach ball made of?,False
5575,It says that it ships within 1 to 2 months. Is this accurate? How long did it take to arrive from the time it was ordered?,False
5576,can one paint this?,False
5577,Do I use VG with this?,False
5578,is this BPA free,False
5579,How do you install this?,False
5580,Do you have to purchase this set to use the voice chat fuction?,False
5581,I have prime 2 day shipping i ordered these on wed july 19th 2017 befor they were  out of stock will they still come with 2 day prime shipping?,False
5582,I wear a 7-5/8 or 7-3/4 hat. Is it adjustable? Will it fit me?,False
5583,Are these the glass bottles?,False
5584,Taste and carbonation is good and all but what does it actually smell like?,False
5585,How many mg of Caffeine is in each can?,False
5586,Are there sugars in this energy drink?,False
5587,How much caffeine does it have?,False
5588,Do you ship to austria?,False
5589,Is it bad to to drink Pussy on a daily lmao,False
5590,How many mg of Caffeine is in each can?,False
5591,I came for the questions. I am not disappointed?,False
5592,Who makes & distributes this drink,False
5593,The description says it does not come with a steel base heel & calf rod so how does it stand up?  i don't see such an item available anywhere.,False
5594,Do these really have a proposition 65 warning?  And where were they printed?,False
5595,Does these swords come with 1 sheath or 2 sheath?,False
5596,how fast will it kill a s,False
5597,Does this plant come with any care instructions?,False
5598,Does this order a dell computer every time I press it?,False
5599,Can a dude button be used to buy anything you want on Amazon?,False
5600,what is the dude button for? Since there aren't any product descriptions below the buttons I guess you have to be familiar with these products.,False
5601,What is Dude?,False
5602,Doesn't work as advertised and cannot be returned. What's going on amazon?,False
5603,What is a DUDE dash button? Will I get a random dude-tastic item? if so i'll sign up!,False
5604,What kind of batteries does it take?,False
5605,I'm a first time user does this come with a DVD to show how to use this table?,False
5606,i want to know if you are shipping this to colombia? for free? how many days this take?,False
5607,Does this tankini top fade fast?,False
5608,Is the Shewee Extreme better than the Shewee?  Do you find it worth the extra money?,False
5609,Do the balls need inflated?,False
5610,How would I be able to buy just the battery for the blu vivo xl?,False
5611,Does it work with tracfone?,False
5612,Can u program different ring tones for contacts and different tones and notifications for contact text messages..can u save pictures from text message,False
5613,Is there any cases for it?,False
5614,Can you warm water in this or do you have to warm the water first.,False
5615,Have these balls been stored in an air tight bag?  They go stale lose their bounce if they are left out in the air too long (I mean weeks not hours),False
5616,My dog is a maltese weights about 13lbs would a medium fit?,False
5617,Is this compatible with bose soundtouch iv?,False
5618,Can i leave it plugged in continously in garage or workshop? When near water I would run off charge.,False
5619,Will this connect to an Amazon Echo?,False
5620,Does it come with a carry case?,False
5621,can i attach to my bose radio?,False
5622,Is is really worth the money? I just want to use it for my modeling career.,False
5623,About how many filled kitchen trash bags can fit in here?  Thanks!,False
5624,I want to purchase one brown horse mask and one unicorn head mask. why can't i get both heads shipped at the same time? i need them both by friday.,False
5625,Does it come in Diamond?,False
5626,How much weight can it support?,False
5627,will a charge a kindle,False
